2025-04-05 12:40:53,316:INFO:Step 0: Current Position = (0.07346, 0.08894, 0.12046), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0.000000, Distance = 0.120889
2025-04-05 12:40:56,386:INFO:Step 5: Current Position = (0.16962, 0.17499, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.023240
2025-04-05 12:40:56,402:INFO:Step 6: Current Position = (0.16978, 0.17707, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.021152
2025-04-05 12:40:56,418:INFO:Step 7: Current Position = (0.16992, 0.17916, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.019065
2025-04-05 12:40:56,434:INFO:Step 8: Current Position = (0.17004, 0.18124, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.016978
2025-04-05 12:40:56,448:INFO:Step 9: Current Position = (0.17014, 0.18332, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.014892
2025-04-05 12:40:56,464:INFO:Step 10: Current Position = (0.17024, 0.18541, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.012807
2025-04-05 12:40:56,479:INFO:Step 11: Current Position = (0.17030, 0.18749, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.010723
2025-04-05 12:40:56,495:INFO:Step 12: Current Position = (0.17036, 0.18957, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.008638
2025-04-05 12:40:56,511:INFO:Step 13: Current Position = (0.17039, 0.19110, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.007113
2025-04-05 12:40:56,526:INFO:Step 14: Current Position = (0.17044, 0.19243, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.005784
2025-04-05 12:40:56,542:INFO:Step 15: Current Position = (0.17047, 0.19336, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.004855
2025-04-05 12:40:56,557:INFO:Step 16: Current Position = (0.17050, 0.19428, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.003926
2025-04-05 12:40:56,573:INFO:Step 17: Current Position = (0.17053, 0.19492, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.003289
2025-04-05 12:40:56,587:INFO:Step 18: Current Position = (0.17055, 0.19547, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.002735
2025-04-05 12:40:56,603:INFO:Step 19: Current Position = (0.17057, 0.19603, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.002183
2025-04-05 12:40:56,618:INFO:Step 20: Current Position = (0.17058, 0.19626, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.001943
2025-04-05 12:40:56,633:INFO:Step 21: Current Position = (0.17059, 0.19662, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.001584
2025-04-05 12:40:56,649:INFO:Step 22: Current Position = (0.17060, 0.19688, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.001328
2025-04-05 12:40:56,664:INFO:Step 23: Current Position = (0.17061, 0.19711, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.001101
2025-04-05 12:40:56,680:INFO:Step 24: Current Position = (0.17062, 0.19729, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.000918
2025-04-05 12:40:56,696:INFO:Step 25: Current Position = (0.17063, 0.19745, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.000762
2025-04-05 12:40:56,711:INFO:Step 26: Current Position = (0.17063, 0.19757, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.000633
2025-04-05 12:40:56,727:INFO:Step 27: Current Position = (0.17064, 0.19768, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 0.000000, Distance = 0.000527
2025-04-05 12:40:56,742:INFO:Step 28: Current Position = (0.17064, 0.19777, 0.16950), Goal Position = (0.17066, 0.19821, 0.16950), Error = 1.000000, Distance = 0.000437
2025-04-05 12:43:38,796:INFO:Step 0: Current Position = (0.07346, 0.08894, 0.12046), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.120889
2025-04-05 12:43:38,812:INFO:Step 1: Current Position = (0.07437, 0.08791, 0.12171), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.119506
2025-04-05 12:43:38,828:INFO:Step 2: Current Position = (0.07575, 0.08719, 0.12296), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.117724
2025-04-05 12:43:38,844:INFO:Step 3: Current Position = (0.07758, 0.08656, 0.12421), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.115531
2025-04-05 12:43:38,860:INFO:Step 4: Current Position = (0.07966, 0.08604, 0.12546), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.113114
2025-04-05 12:43:38,876:INFO:Step 5: Current Position = (0.08175, 0.08561, 0.12671), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.110700
2025-04-05 12:43:38,891:INFO:Step 6: Current Position = (0.08383, 0.08525, 0.12796), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.108290
2025-04-05 12:43:38,907:INFO:Step 7: Current Position = (0.08591, 0.08495, 0.12921), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.105882
2025-04-05 12:43:38,922:INFO:Step 8: Current Position = (0.08800, 0.08470, 0.13046), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.103478
2025-04-05 12:43:38,938:INFO:Step 9: Current Position = (0.09008, 0.08449, 0.13827), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.098813
2025-04-05 12:43:38,954:INFO:Step 10: Current Position = (0.09216, 0.08432, 0.14476), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.094941
2025-04-05 12:43:38,969:INFO:Step 11: Current Position = (0.09424, 0.08418, 0.14995), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.091687
2025-04-05 12:43:38,985:INFO:Step 12: Current Position = (0.09632, 0.08406, 0.15386), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.088881
2025-04-05 12:43:39,000:INFO:Step 13: Current Position = (0.09841, 0.08396, 0.15699), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.086322
2025-04-05 12:43:39,016:INFO:Step 14: Current Position = (0.10049, 0.08388, 0.15949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.083926
2025-04-05 12:43:39,032:INFO:Step 15: Current Position = (0.10258, 0.08381, 0.16149), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.081637
2025-04-05 12:43:39,047:INFO:Step 16: Current Position = (0.10466, 0.08375, 0.16309), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.079418
2025-04-05 12:43:39,063:INFO:Step 17: Current Position = (0.10674, 0.08371, 0.16437), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.077246
2025-04-05 12:43:39,078:INFO:Step 18: Current Position = (0.10883, 0.08367, 0.16540), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.075105
2025-04-05 12:43:39,094:INFO:Step 19: Current Position = (0.11091, 0.08363, 0.16622), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.072983
2025-04-05 12:43:39,111:INFO:Step 20: Current Position = (0.11299, 0.08361, 0.16688), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.070875
2025-04-05 12:43:39,125:INFO:Step 21: Current Position = (0.11508, 0.08358, 0.16740), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.068775
2025-04-05 12:43:39,140:INFO:Step 22: Current Position = (0.11716, 0.08356, 0.16782), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.066680
2025-04-05 12:43:39,156:INFO:Step 23: Current Position = (0.11924, 0.08355, 0.16816), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.064589
2025-04-05 12:43:39,172:INFO:Step 24: Current Position = (0.12133, 0.08354, 0.16842), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.062501
2025-04-05 12:43:39,187:INFO:Step 25: Current Position = (0.12341, 0.08352, 0.16864), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.060414
2025-04-05 12:43:39,203:INFO:Step 26: Current Position = (0.12549, 0.08352, 0.16881), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.058328
2025-04-05 12:43:39,218:INFO:Step 27: Current Position = (0.12758, 0.08351, 0.16895), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.056243
2025-04-05 12:43:39,233:INFO:Step 28: Current Position = (0.12966, 0.08350, 0.16906), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.054159
2025-04-05 12:43:39,248:INFO:Step 29: Current Position = (0.13174, 0.08350, 0.16915), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.052075
2025-04-05 12:43:39,265:INFO:Step 30: Current Position = (0.13382, 0.08349, 0.16921), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.049994
2025-04-05 12:43:39,279:INFO:Step 31: Current Position = (0.13591, 0.08349, 0.16926), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.047911
2025-04-05 12:43:39,295:INFO:Step 32: Current Position = (0.13799, 0.08349, 0.16930), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.045827
2025-04-05 12:43:39,311:INFO:Step 33: Current Position = (0.14007, 0.08348, 0.16934), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.043744
2025-04-05 12:43:39,327:INFO:Step 34: Current Position = (0.14216, 0.08348, 0.16937), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.041661
2025-04-05 12:43:39,342:INFO:Step 35: Current Position = (0.14424, 0.08348, 0.16939), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.039579
2025-04-05 12:43:39,358:INFO:Step 36: Current Position = (0.14632, 0.08348, 0.16941), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.037496
2025-04-05 12:43:39,373:INFO:Step 37: Current Position = (0.14840, 0.08347, 0.16943), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.035414
2025-04-05 12:43:39,389:INFO:Step 38: Current Position = (0.15049, 0.08347, 0.16944), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.033331
2025-04-05 12:43:39,405:INFO:Step 39: Current Position = (0.15257, 0.08347, 0.16945), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.031248
2025-04-05 12:43:39,422:INFO:Step 40: Current Position = (0.15465, 0.08347, 0.16946), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.029165
2025-04-05 12:43:39,437:INFO:Step 41: Current Position = (0.15674, 0.08347, 0.16947), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.027082
2025-04-05 12:43:39,452:INFO:Step 42: Current Position = (0.15882, 0.08347, 0.16947), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.024999
2025-04-05 12:43:39,468:INFO:Step 43: Current Position = (0.16090, 0.08347, 0.16948), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.022916
2025-04-05 12:43:39,484:INFO:Step 44: Current Position = (0.16298, 0.08347, 0.16948), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.020833
2025-04-05 12:43:39,499:INFO:Step 45: Current Position = (0.16507, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.018750
2025-04-05 12:43:39,515:INFO:Step 46: Current Position = (0.16715, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.016666
2025-04-05 12:43:39,530:INFO:Step 47: Current Position = (0.16923, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.014583
2025-04-05 12:43:39,546:INFO:Step 48: Current Position = (0.17132, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.012499
2025-04-05 12:43:39,562:INFO:Step 49: Current Position = (0.17338, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.010433
2025-04-05 12:43:39,577:INFO:Step 50: Current Position = (0.17503, 0.08347, 0.16949), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.008792
2025-04-05 12:43:39,593:INFO:Step 51: Current Position = (0.17641, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.007410
2025-04-05 12:43:39,608:INFO:Step 52: Current Position = (0.17760, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.006221
2025-04-05 12:43:39,624:INFO:Step 53: Current Position = (0.17859, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.005229
2025-04-05 12:43:39,639:INFO:Step 54: Current Position = (0.17941, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.004410
2025-04-05 12:43:39,655:INFO:Step 55: Current Position = (0.18012, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.003700
2025-04-05 12:43:39,671:INFO:Step 56: Current Position = (0.18070, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.003121
2025-04-05 12:43:39,686:INFO:Step 57: Current Position = (0.18120, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.002616
2025-04-05 12:43:39,702:INFO:Step 58: Current Position = (0.18162, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.002197
2025-04-05 12:43:39,717:INFO:Step 59: Current Position = (0.18197, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.001850
2025-04-05 12:43:39,733:INFO:Step 60: Current Position = (0.18227, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.001549
2025-04-05 12:43:39,748:INFO:Step 61: Current Position = (0.18252, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.001300
2025-04-05 12:43:39,763:INFO:Step 62: Current Position = (0.18272, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.001093
2025-04-05 12:43:39,779:INFO:Step 63: Current Position = (0.18290, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.000914
2025-04-05 12:43:39,795:INFO:Step 64: Current Position = (0.18305, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.000767
2025-04-05 12:43:39,811:INFO:Step 65: Current Position = (0.18318, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.000640
2025-04-05 12:43:39,826:INFO:Step 66: Current Position = (0.18328, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 0, Distance = 0.000534
2025-04-05 12:43:39,841:INFO:Step 67: Current Position = (0.18337, 0.08347, 0.16950), Goal Position = (0.18382, 0.08347, 0.16950), Error = 1, Distance = 0.000447
2025-04-05 12:43:40,027:INFO:Step 0: Current Position = (0.18292, 0.08403, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.028478
2025-04-05 12:43:40,042:INFO:Step 1: Current Position = (0.18200, 0.08514, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.027066
2025-04-05 12:43:40,058:INFO:Step 2: Current Position = (0.18063, 0.08682, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.024954
2025-04-05 12:43:40,073:INFO:Step 3: Current Position = (0.17880, 0.08890, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.022289
2025-04-05 12:43:40,089:INFO:Step 4: Current Position = (0.17739, 0.09098, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.019817
2025-04-05 12:43:40,105:INFO:Step 5: Current Position = (0.17614, 0.09307, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.017412
2025-04-05 12:43:40,121:INFO:Step 6: Current Position = (0.17511, 0.09515, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.015095
2025-04-05 12:43:40,136:INFO:Step 7: Current Position = (0.17425, 0.09723, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.012842
2025-04-05 12:43:40,153:INFO:Step 8: Current Position = (0.17351, 0.09932, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.010631
2025-04-05 12:43:40,168:INFO:Step 9: Current Position = (0.17290, 0.10094, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.008895
2025-04-05 12:43:40,183:INFO:Step 10: Current Position = (0.17238, 0.10235, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.007395
2025-04-05 12:43:40,200:INFO:Step 11: Current Position = (0.17194, 0.10351, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.006159
2025-04-05 12:43:40,214:INFO:Step 12: Current Position = (0.17158, 0.10445, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.005144
2025-04-05 12:43:40,230:INFO:Step 13: Current Position = (0.17126, 0.10526, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.004279
2025-04-05 12:43:40,245:INFO:Step 14: Current Position = (0.17100, 0.10593, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.003564
2025-04-05 12:43:40,261:INFO:Step 15: Current Position = (0.17079, 0.10647, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.002977
2025-04-05 12:43:40,277:INFO:Step 16: Current Position = (0.17060, 0.10694, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.002476
2025-04-05 12:43:40,292:INFO:Step 17: Current Position = (0.17045, 0.10731, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.002069
2025-04-05 12:43:40,308:INFO:Step 18: Current Position = (0.17032, 0.10764, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.001720
2025-04-05 12:43:40,323:INFO:Step 19: Current Position = (0.17021, 0.10790, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.001433
2025-04-05 12:43:40,338:INFO:Step 20: Current Position = (0.17010, 0.10817, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.001145
2025-04-05 12:43:40,354:INFO:Step 21: Current Position = (0.17006, 0.10828, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.001032
2025-04-05 12:43:40,368:INFO:Step 22: Current Position = (0.16997, 0.10846, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.000828
2025-04-05 12:43:40,384:INFO:Step 23: Current Position = (0.16989, 0.10865, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.000625
2025-04-05 12:43:40,399:INFO:Step 24: Current Position = (0.16988, 0.10869, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 0, Distance = 0.000584
2025-04-05 12:43:40,415:INFO:Step 25: Current Position = (0.16983, 0.10879, 0.16950), Goal Position = (0.16962, 0.10921, 0.16950), Error = 1, Distance = 0.000470
2025-04-05 12:43:40,602:INFO:Step 0: Current Position = (0.16969, 0.10935, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.028954
2025-04-05 12:43:40,618:INFO:Step 1: Current Position = (0.16962, 0.11047, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.027837
2025-04-05 12:43:40,634:INFO:Step 2: Current Position = (0.16954, 0.11214, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.026163
2025-04-05 12:43:40,650:INFO:Step 3: Current Position = (0.16948, 0.11422, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.024079
2025-04-05 12:43:40,667:INFO:Step 4: Current Position = (0.16943, 0.11631, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.021995
2025-04-05 12:43:40,681:INFO:Step 5: Current Position = (0.16938, 0.11839, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.019911
2025-04-05 12:43:40,697:INFO:Step 6: Current Position = (0.16933, 0.12047, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.017827
2025-04-05 12:43:40,713:INFO:Step 7: Current Position = (0.16931, 0.12256, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.015743
2025-04-05 12:43:40,727:INFO:Step 8: Current Position = (0.16929, 0.12464, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.013660
2025-04-05 12:43:40,743:INFO:Step 9: Current Position = (0.16927, 0.12667, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.011628
2025-04-05 12:43:40,759:INFO:Step 10: Current Position = (0.16925, 0.12870, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.009602
2025-04-05 12:43:40,774:INFO:Step 11: Current Position = (0.16924, 0.13028, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.008022
2025-04-05 12:43:40,790:INFO:Step 12: Current Position = (0.16923, 0.13164, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.006659
2025-04-05 12:43:40,805:INFO:Step 13: Current Position = (0.16922, 0.13274, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.005555
2025-04-05 12:43:40,821:INFO:Step 14: Current Position = (0.16921, 0.13369, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.004612
2025-04-05 12:43:40,835:INFO:Step 15: Current Position = (0.16920, 0.13446, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.003834
2025-04-05 12:43:40,850:INFO:Step 16: Current Position = (0.16919, 0.13510, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.003197
2025-04-05 12:43:40,866:INFO:Step 17: Current Position = (0.16919, 0.13564, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.002655
2025-04-05 12:43:40,880:INFO:Step 18: Current Position = (0.16918, 0.13609, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.002207
2025-04-05 12:43:40,897:INFO:Step 19: Current Position = (0.16918, 0.13646, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.001840
2025-04-05 12:43:40,912:INFO:Step 20: Current Position = (0.16918, 0.13677, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.001528
2025-04-05 12:43:40,928:INFO:Step 21: Current Position = (0.16917, 0.13702, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.001274
2025-04-05 12:43:40,943:INFO:Step 22: Current Position = (0.16917, 0.13724, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.001057
2025-04-05 12:43:40,959:INFO:Step 23: Current Position = (0.16917, 0.13742, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.000879
2025-04-05 12:43:40,976:INFO:Step 24: Current Position = (0.16917, 0.13757, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.000733
2025-04-05 12:43:40,991:INFO:Step 25: Current Position = (0.16917, 0.13769, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.000608
2025-04-05 12:43:41,007:INFO:Step 26: Current Position = (0.16916, 0.13779, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 0, Distance = 0.000505
2025-04-05 12:43:41,022:INFO:Step 27: Current Position = (0.16916, 0.13788, 0.16950), Goal Position = (0.16916, 0.13830, 0.16950), Error = 1, Distance = 0.000421
2025-04-05 12:43:41,208:INFO:Step 0: Current Position = (0.16886, 0.13844, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.027416
2025-04-05 12:43:41,224:INFO:Step 1: Current Position = (0.16871, 0.13955, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.026296
2025-04-05 12:43:41,239:INFO:Step 2: Current Position = (0.16854, 0.14122, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.024618
2025-04-05 12:43:41,255:INFO:Step 3: Current Position = (0.16841, 0.14331, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.022533
2025-04-05 12:43:41,271:INFO:Step 4: Current Position = (0.16830, 0.14539, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.020447
2025-04-05 12:43:41,287:INFO:Step 5: Current Position = (0.16821, 0.14747, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.018361
2025-04-05 12:43:41,302:INFO:Step 6: Current Position = (0.16813, 0.14956, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.016277
2025-04-05 12:43:41,318:INFO:Step 7: Current Position = (0.16807, 0.15164, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.014192
2025-04-05 12:43:41,333:INFO:Step 8: Current Position = (0.16801, 0.15372, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.012108
2025-04-05 12:43:41,349:INFO:Step 9: Current Position = (0.16796, 0.15581, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.010024
2025-04-05 12:43:41,364:INFO:Step 10: Current Position = (0.16792, 0.15749, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.008342
2025-04-05 12:43:41,380:INFO:Step 11: Current Position = (0.16789, 0.15890, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.006932
2025-04-05 12:43:41,396:INFO:Step 12: Current Position = (0.16786, 0.16005, 0.16950), Goal Position = (0.16772, 0.16583, 0.16950), Error = 0, Distance = 0.005781
